,
LAL BAZAR,LAL BAZAR
Lalapet,Lalapet
LALAPET,LALAPET
LALBAZAR,LALBAZAR
Lalbazar,Lalbazar
"Laldarwaza
  Mode",Laldarwaza Mode
Lalitanagar,Lalitanagar
LALITHA BAGH,LALITHA BAGH
"Langer
  House",Langer House
LAXMAPUR,LAXMAPUR
Laxmapur,Laxmapur
Laxmiguda,Laxmiguda
Laxmitanda,Laxmitanda
LB NAGAR,LB NAGAR
LB.Nagar,LB.Nagar
LBNR,LBNR
LBNR DSNR,LBNR DSNR
LBNR X RD,LBNR X RD
"LBNR X RD.
  NAGOLE",LBNR X RD. NAGOLE
Lemur,Lemur
Lemuru,Lemuru
LIBERTY,LIBERTY
Liberty,Liberty
LINGAMPALLY,LINGAMPALLY
Lingampally,Lingampally
LINGAPUR,LINGAPUR
Loyapally,Loyapally
LP gudem,LP gudem
Lungarhouse,Lungarhouse
"M
  TANK",M TANK
M G B S,M G B S
M TANK,M TANK
M.DARWAJA,M.DARWAJA
M.G.B.S,M.G.B.S
M.GIRI,M.GIRI
M.Giri,M.Giri
M.giri,M.giri
M.M.KUNTA,M.M.KUNTA
M.M.T.S(HITECH),M.M.T.S(HITECH)
M.MARKET,M.MARKET
M.Market,M.Market
M.Market &amp; Afzalganj,M.Market &amp; Afzalganj
M.Market &amp; Afzalganj.,M.Market &amp; Afzalganj.
M.NAGAR,M.NAGAR
M.P,M.P
M.P.xroads,M.P.xroads
M.P/T.PARTHY,M.P/T.PARTHY
M.PATNAM,M.PATNAM
M.PUR,M.PUR
"M.R.O
  office",M.R.O office
M.R.O.OFFICE,M.R.O.OFFICE
M.TANK,M.TANK
MADAPUR,MADAPUR
Madapur,Madapur
Madaram,Madaram
Madhapur,Madhapur
"Madhubal
  cly",Madhubal cly
Madhubancolony,Madhubancolony
Madina,Madina
Maheahwaram,Maheahwaram
Maheshwaram,Maheshwaram
MAHESWARAM,MAHESWARAM
Majeedpur,Majeedpur
MAJEEDPUR,MAJEEDPUR
Makta,Makta
Maktha,Maktha
MALAGUDA,MALAGUDA
malakpet,malakpet
Malakpet,Malakpet
"Malasia
  Township",Malasia Township
Malkajgiri,Malkajgiri
Malkapur,Malkapur
MALKARAM,MALKARAM
Mall,Mall
Mallampet,Mallampet
MALLAPALLY,MALLAPALLY
Mallapur,Mallapur
MALLAPUR,MALLAPUR
Mallepally,Mallepally
MAMIDIPALLY,MAMIDIPALLY
Manachal,Manachal
Manchal,Manchal
Mangalpally,Mangalpally
MANIKCHAND,MANIKCHAND
Manikyammaguda,Manikyammaguda
MANNYAGUDA,MANNYAGUDA
Mansanpally,Mansanpally
Mansoorabad,Mansoorabad
Manyaguda,Manyaguda
Marriguda,Marriguda
MARRIPALLY,MARRIPALLY
MARUTHI NAGAR,MARUTHI NAGAR
Maruthinagar,Maruthinagar
Masab Tank,Masab Tank
Masabtank,Masabtank
MASABTANK,MASABTANK
Maszid,Maszid
MB DARGA,MB DARGA
MC PALLY,MC PALLY
MDCL,MDCL
MDLINES,MDLINES
Medchal,Medchal
MEDICITI,MEDICITI
Medipally,Medipally
Meerkhanpet,Meerkhanpet
MEERKHANPET,MEERKHANPET
Meerpet,Meerpet
MEHADIPATNAM,MEHADIPATNAM
MEHDHIPATNAM,MEHDHIPATNAM
Mehdipatnam,Mehdipatnam
MEHDIPATNAM,MEHDIPATNAM
MEHIDIPATNAM,MEHIDIPATNAM
Mekaguda,Mekaguda
METTUGUDA,METTUGUDA
Mettuguda,Mettuguda
MG NAGAR,MG NAGAR
MGBS,MGBS
MGBS/W.COLL,MGBS/W.COLL
"Mind
  Space",Mind Space
Mindspace,Mindspace
Ministerroad,Ministerroad
"Misri
  gunj",Misri gunj
MIYAPUR,MIYAPUR
Miyapur,Miyapur
MLA CLY,MLA CLY
Moinabad,Moinabad
MOKILA,MOKILA
Mondigowrelly,Mondigowrelly
MOOSAPET,MOOSAPET
Moosapet,Moosapet
MOOSARAMBAGH,MOOSARAMBAGH
Moospaet,Moospaet
Moospet,Moospet
MOTHIDARWAJA,MOTHIDARWAJA
MOTHUKPALLY,MOTHUKPALLY
MOULALI,MOULALI
Moulali,Moulali
MP,MP
"MP
  depot",MP depot
MP X RD,MP X RD
MP X Roads,MP X Roads
MSRD,MSRD
MT Bund,MT Bund
Muchintal,Muchintal
MUDFORD,MUDFORD
MUDFORT,MUDFORT
Mudvin,Mudvin
Muknur,Muknur
Muthangi,Muthangi
MY.VANAM,MY.VANAM
MYP,MYP
MYP `X'RDS,MYP `X'RDS
MYP`X' Rds.,MYP`X' Rds.
Mysamma,Mysamma
MYSIREDDYPALLI,MYSIREDDYPALLI
N.Guda,N.Guda
N.M.NGR,N.M.NGR
"N.Met x
  Rds",N.Met x Rds
N.MET'X',N.MET'X'
N.MetxRds,N.MetxRds
N.Nagar,N.Nagar
N.PALLY,N.PALLY
N.R.METXR,N.R.METXR
NAARM,NAARM
Nacharam,Nacharam
NACHARAM,NACHARAM
NACHARAN,NACHARAN
Nacharram,Nacharram
NADARGUL,NADARGUL
Nadargul,Nadargul
NADERGUL,NADERGUL
Nagaram,Nagaram
NAGARAM,NAGARAM
Nagireddpally,Nagireddpally
NAGIREDDYPALLY,NAGIREDDYPALLY
NAGOLE,NAGOLE
Nagole,Nagole
"NAGOLE
  KOTHAPETA",NAGOLE KOTHAPETA
"Nagole x
  Rds",Nagole x Rds
Nagulapally,Nagulapally
NAGULUR,NAGULUR
Nainampally,Nainampally
NAKKALAPALLY,NAKKALAPALLY
Nalagandla,Nalagandla
Nallakunt,Nallakunt
Nallakunta,Nallakunta
NALLAKUNTA,NALLAKUNTA
Nalthur,Nalthur
NAMPALLY,NAMPALLY
Nampally,Nampally
Nanajipur,Nanajipur
NANAKNAGAR,NANAKNAGAR
NANAKRAMGUDA,NANAKRAMGUDA
Nanalnagr,Nanalnagr
NANDI NAGAR,NANDI NAGAR
Nandigama,Nandigama
Nandimusliaguda,Nandimusliaguda
NANDINAGAR,NANDINAGAR
"NARA
  PALLY",NARA PALLY
NARAPALLY,NARAPALLY
NARAYANAPUR,NARAYANAPUR
NARAYANGUDA,NARAYANGUDA
Narayanpur,Narayanpur
NARAYANPUR,NARAYANPUR
Narsapur,Narsapur
NARSAPUR,NARSAPUR
Narsing,Narsing
NARSING,NARSING
NARSINGI,NARSINGI
NBT NAGAR,NBT NAGAR
NCC,NCC
"NECLACE
  RD",NECLACE RD
NEKNAMPUR,NEKNAMPUR
Neredmet,Neredmet
Nerrapally,Nerrapally
NERRAPALLY,NERRAPALLY
NFC Nagar,NFC Nagar
NGO COLONY,NGO COLONY
NGO'S CLNY,NGO'S CLNY
NGO'S Colony,NGO'S Colony
NGRI,NGRI
NILOFER,NILOFER
NIMS,NIMS
NIRMAL NGR,NIRMAL NGR
Nirmalnagar,Nirmalnagar
Nizampet,Nizampet
"Nlg
  x Rds.",Nlg x Rds.
NLG &quot;X&quot; Rds,NLG &quot;X&quot; Rds
"NLG X
  RD",NLG X RD
"NLG X
  ROADS",NLG X ROADS
NLG X RD,NLG X RD
NLG X RD.,NLG X RD.
Nlg x Rds.,Nlg x Rds.
"Nlg.x
  rds",Nlg.x rds
"Nlg.x
  Rds",Nlg.x Rds
"Nlg.x
  Rds.",Nlg.x Rds.
"Nlg.x
  rds.",Nlg.x rds.
Nlg.x rds,Nlg.x rds
Nlg.x Rds,Nlg.x Rds
NMNGR,NMNGR
NTR NAGAR,NTR NAGAR
NTRNAGA,NTRNAGA
Nutankal,Nutankal
NUTANKAL,NUTANKAL
"Old
  Alwal",Old Alwal
"Old
  S.Guda",Old S.Guda
OLD ALWAL,OLD ALWAL
Old Bowenpally,Old Bowenpally
OLD BOWENPALLY,OLD BOWENPALLY
Old bowenpally &amp; Patny,Old bowenpally &amp; Patny
OLD MLA QRTS,OLD MLA QRTS
Ootla,Ootla
Ord.Factory,Ord.Factory
OSMAN SAGAR,OSMAN SAGAR
OSMANGUNJ,OSMANGUNJ
Osmansagar,Osmansagar
OSMANSAGAR,OSMANSAGAR
OU,OU
OUC,OUC
P.AMBERPETA,P.AMBERPETA
P.C.PALLY,P.C.PALLY
P.C.TANDA,P.C.TANDA
P.GUTTA,P.GUTTA
P.Gutta,P.Gutta
P.Nagar,P.Nagar
P.OFFICE,P.OFFICE
P.PALLY,P.PALLY
P.S.GARDEN,P.S.GARDEN
PADMARAONAGAR,PADMARAONAGAR
Padmaraonagar,Padmaraonagar
Pahadi,Pahadi
PAHADI SHARIF,PAHADI SHARIF
Pahadishareef,Pahadishareef
Pahadisharif,Pahadisharif
Panama,Panama
PANJAGUTTA,PANJAGUTTA
Panjaguuta,Panjaguuta
Panyal/Konyal,Panyal/Konyal
PARADISE,PARADISE
Paradise,Paradise
"Paradise
  &amp; Patny",Paradise &amp; Patny
Paradise &amp; Patny,Paradise &amp; Patny
Parsigutta,Parsigutta
PARVATH NAGAR,PARVATH NAGAR
PARWATHAPUR,PARWATHAPUR
"PARWATHAPUR.PRATAP
  SINGARAM",PARWATHAPUR.PRATAP SINGARAM
PASUMAMULA,PASUMAMULA
PATANCHERU,PATANCHERU
Patancheru,Patancheru
PATANCHERUVU,PATANCHERUVU
Patelguda,Patelguda
PATELGUDA,PATELGUDA
Patelnagar,Patelnagar
Pati,Pati
PATNCHERU,PATNCHERU
Patny,Patny
Patny / Moospaet,Patny / Moospaet
PEDDAMANGALARA,PEDDAMANGALARA
Peddatundla,Peddatundla
"PENSION
  OFFICE",PENSION OFFICE
Phahadishareef,Phahadishareef
"Picture
  House",Picture House
PIGLIPURAM,PIGLIPURAM
PILAIPALY,PILAIPALY
PILLAIPALLY,PILLAIPALLY
Pochampally,Pochampally
POCHARAM,POCHARAM
Pocharam,Pocharam
polkampally,polkampally
PONNAL,PONNAL
Poodur,Poodur
POODUR,POODUR
PORANDLA,PORANDLA
Potharam,Potharam
Pragatinagar,Pragatinagar
PRAGATINAGAR,PRAGATINAGAR
"PRASANTH
  NAGAR",PRASANTH NAGAR
PRASANTH NAGAR,PRASANTH NAGAR
Prasanthnagar,Prasanthnagar
PRASHANTHI NAGAR,PRASHANTHI NAGAR
Pratapsingaram,Pratapsingaram
PRGATINAGAR,PRGATINAGAR
PTC,PTC
Punjagutta,Punjagutta
PUNJAGUTTA,PUNJAGUTTA
PUPAL GUDA,PUPAL GUDA
PUPALGUDA,PUPALGUDA
PUPPAL GUDA,PUPPAL GUDA
PUPPALGUDA,PUPPALGUDA
Puranapool,Puranapool
Quba Colony,Quba Colony
Qutbullapur,Qutbullapur
Qutubullapur,Qutubullapur
R N REDDY NAGAR,R N REDDY NAGAR
R R Nagar,R R Nagar
R.BAVI,R.BAVI
R.BAZAR,R.BAZAR
R.C.Pur,R.C.Pur
R.COURSE,R.COURSE
R.K.Puram,R.K.Puram
R.L.PALLY,R.L.PALLY
R.N.REDDY,R.N.REDDY
R.nagar,R.nagar
R.PALLY,R.PALLY
R.PUR,R.PUR
RACHALOORU,RACHALOORU
Rachalooru,Rachalooru
Rachalur,Rachalur
Radhika,Radhika
Rahmathnagar,Rahmathnagar
RAILAPUR,RAILAPUR
Railapur,Railapur
Raipole,Raipole
Raj Bhavan Road,Raj Bhavan Road
RAJBHAVAN,RAJBHAVAN
Rajendranagar,Rajendranagar
Rajivnagar,Rajivnagar
Raju Colony,Raju Colony
RAMANTAPUR,RAMANTAPUR
Ramanthapur,Ramanthapur
RAMANTHAPUR,RAMANTHAPUR
RAMDASPALLY,RAMDASPALLY
Ramdaspally,Ramdaspally
Ramkoti,Ramkoti
RAMNAGAR,RAMNAGAR
Ramnagar,Ramnagar
RAMPALLY,RAMPALLY
Rangapur,Rangapur
RANIGUNJ,RANIGUNJ
RAVALKOL,RAVALKOL
RAVALKOL THANDA,RAVALKOL THANDA
Raviral,Raviral
Ravirala,Ravirala
RBT,RBT
Rd.12,Rd.12
Rd.No.10,Rd.No.10
RGI AIRPORT,RGI AIRPORT
RGIA,RGIA
RINGROAD,RINGROAD
RISALA BAZAR,RISALA BAZAR
Risalabazar,Risalabazar
Riyasat Ngr,Riyasat Ngr
RJNR,RJNR
RK Puram,RK Puram
RKP RYTHU BAZAR,RKP RYTHU BAZAR
RNG,RNG
RNREDDY,RNREDDY
Rodamestynagar,Rodamestynagar
"RR
  NAGAR",RR NAGAR
RTC,RTC
"RTC
  Col",RTC Col
"RTC
  COL.",RTC COL.
"RTC
  COLY",RTC COLY
"RTC
  X RD",RTC X RD
"RTC
  X ROADS",RTC X ROADS
RTC COLONY,RTC COLONY
RTC Colony,RTC Colony
"RTC X
  RD",RTC X RD
"RTC X
  RDS",RTC X RDS
"RTC x
  Rds",RTC x Rds
"RTC X
  Road",RTC X Road
RTC X RD,RTC X RD
RTC X Rds,RTC X Rds
RTC x Rds,RTC x Rds
RTC x Rds.,RTC x Rds.
"RTC&quot;X&quot;
  Rds",RTC&quot;X&quot; Rds
RTC.COL.LBNR,RTC.COL.LBNR
RTCxRds,RTCxRds
S.BAGH,S.BAGH
S.Bazar,S.Bazar
S.COLONY,S.COLONY
S.E.PARK,S.E.PARK
S.Guda,S.Guda
S.Mutt,S.Mutt
S.N.PURAM,S.N.PURAM
S.N.PURI,S.N.PURI
S.NAGAR,S.NAGAR
S.P.Nagar,S.P.Nagar
S.R.Nagar,S.R.Nagar
S.Sadan,S.Sadan
S.STATE,S.STATE
S.TOMBS,S.TOMBS
Safilguda,Safilguda
SAFILGUDA,SAFILGUDA
"Sagar x
  Rd",Sagar x Rd
"Sagar x
  Rds",Sagar x Rds
SAGAR X RDS,SAGAR X RDS
SagarxRd,SagarxRd
SAHARA ESTATE,SAHARA ESTATE
SAHEBNAGAR,SAHEBNAGAR
Saibabanagar,Saibabanagar
SAIDABAD,SAIDABAD
SAIDABAD COL,SAIDABAD COL
Sainagar,Sainagar
Sainikpuri,Sainikpuri
SAIREDDYGUDA,SAIREDDYGUDA
Salala,Salala
Samata,Samata
SANATH NAGAR,SANATH NAGAR
Sanathnagar,Sanathnagar
SANATHNAGAR,SANATHNAGAR
SANGEET,SANGEET
SANGHI NAGAR,SANGHI NAGAR
SANGHI NGR,SANGHI NGR
Santhamrai,Santhamrai
SANTHOSH NAGAR,SANTHOSH NAGAR
Sarikonda,Sarikonda
"SAROOR
  NAGAR",SAROOR NAGAR
"Saroor
  nagar",Saroor nagar
SAROOR NAGAR,SAROOR NAGAR
SAROORNAGAR,SAROORNAGAR
Saroornagar,Saroornagar
Sastripuram,Sastripuram
Satamrai,Satamrai
Satyanagar,Satyanagar
SBICOLO,SBICOLO
SC'BAD,SC'BAD
SD,SD
"SD
  Hospital",SD Hospital
Sec'bad,Sec'bad
SEC'BAD,SEC'BAD
SEC'BAD STN,SEC'BAD STN
SEC'STN,SEC'STN
"SEC,BAD","SEC,BAD"
SEC-STN,SEC-STN
SECBAD,SECBAD
Secbad/Sanathnagar,Secbad/Sanathnagar
Secretariat,Secretariat
Sectt,Sectt
Sectt.,Sectt.
SECUNDERABAD,SECUNDERABAD
Secunderabad,Secunderabad
Secunderabad/CBS,Secunderabad/CBS
SELECT,SELECT
"Shahin
  Nagar",Shahin Nagar
Shaikpet,Shaikpet
SHAIKPET,SHAIKPET
SHAKTI SAI NAGAR,SHAKTI SAI NAGAR
Shalibanda,Shalibanda
SHALIBANDA,SHALIBANDA
Shameerpet,Shameerpet
SHAMIRPET,SHAMIRPET
Shamsabad,Shamsabad
SHAMSHABAD,SHAMSHABAD
Shamshabad,Shamshabad
Shamshiguda,Shamshiguda
SHANKARMUTT,SHANKARMUTT
Shankarmutte,Shankarmutte
Shankerpally,Shankerpally
SHANTHI NGR,SHANTHI NGR
SHANTHINAGAR,SHANTHINAGAR
SHANTI NAGAR,SHANTI NAGAR
Shantinagar,Shantinagar
Shapurnagar,Shapurnagar
SHEIKPET,SHEIKPET
SHENOY,SHENOY
Shilparamam,Shilparamam
SHIVAM,SHIVAM
Shivanagar,Shivanagar
SHIVANNAGUDA,SHIVANNAGUDA
SIDDAPUR,SIDDAPUR
Sikh,Sikh
Sikh Village,Sikh Village
SIKINDLAPUR,SIKINDLAPUR
Singaram,Singaram
Sitarambagh,Sitarambagh
Sitharambagh,Sitharambagh
Sivam,Sivam
sivapampally,sivapampally
Sivarampally,Sivarampally
Skandagiri,Skandagiri
SNC,SNC
SNG,SNG
SNG/BALANAGAR,SNG/BALANAGAR
Solakpally,Solakpally
Solipet,Solipet
SOMARAM,SOMARAM
SRI SAI NGR,SRI SAI NGR
Srinagar,Srinagar
"Srinagar
  Col",Srinagar Col
Srinagar Colony,Srinagar Colony
Srinagarcolony,Srinagarcolony
Srinivas Nagar,Srinivas Nagar
SRIRAM NAGAR,SRIRAM NAGAR
Sriram Nagar,Sriram Nagar
Sriramnagar,Sriramnagar
Srirangavaram,Srirangavaram
SRNR,SRNR
ST.NO.8,ST.NO.8
Statehome,Statehome
Station,Station
STN,STN
Subash Nagar,Subash Nagar
Subashnagar,Subashnagar
Subashnagar/P Temple,Subashnagar/P Temple
Suchitra,Suchitra
SUCHITRA,SUCHITRA
Suchitram,Suchitram
Sultanpally,Sultanpally
Suraram,Suraram
Suraram Colony,Suraram Colony
Suraram Village,Suraram Village
Suraram X Roads,Suraram X Roads
SURYA NAGAR,SURYA NAGAR
SUSHMA,SUSHMA
Sutariguda,Sutariguda
"SYED
  NAGAR",SYED NAGAR
SYED NAGAR,SYED NAGAR
T.BUND,T.BUND
T.CHOUKI,T.CHOUKI
T.Giri,T.Giri
T.P.COL,T.P.COL
T.PALLY,T.PALLY
T.V.Tower,T.V.Tower
Tadban,Tadban
Tadbund,Tadbund
TADBUND,TADBUND
Tadbund &amp; Patny,Tadbund &amp; Patny
TADIPARTHY,TADIPARTHY
TALLAGADA,TALLAGADA
Tallagadda,Tallagadda
TALLAGADDA,TALLAGADDA
Tallaguda,Tallaguda
TANGATUR,TANGATUR
TANGUTOR,TANGUTOR
Tank Bund,Tank Bund
Taranaka,Taranaka
TARNAKA,TARNAKA
Tarnaka,Tarnaka
TEEGALKUNTA,TEEGALKUNTA
Tellapur,Tellapur
Tenugudem,Tenugudem
THARAMATIPET,THARAMATIPET
THATTI ANNARAM,THATTI ANNARAM
THATTIANNARAM,THATTIANNARAM
THIMMAIPALLY,THIMMAIPALLY
THORROOR,THORROOR
THORRUR,THORRUR
THUMKUNTA,THUMKUNTA
"TILAK
  NGR",TILAK NGR
TILAKNAGAR,TILAKNAGAR
TIMMAPUR,TIMMAPUR
Tippaiguda,Tippaiguda
TIPPAIGUDA,TIPPAIGUDA
TNK,TNK
TOLI CHOWKI,TOLI CHOWKI
TOLICHOUKI,TOLICHOUKI
TOLICHOWKI,TOLICHOWKI
Trimulgherry,Trimulgherry
TUKARAMGATE,TUKARAMGATE
Tukkuguda,Tukkuguda
Tukkugyda,Tukkugyda
Tumkunta,Tumkunta
Tummalur,Tummalur
TURKAPALLI,TURKAPALLI
TURKAPALLY,TURKAPALLY
"TV
  STUDIO",TV STUDIO
UDAY NAGAR,UDAY NAGAR
UDDAMARRI,UDDAMARRI
UPL,UPL
"UPL
  X",UPL X
"Upl x
  Rd",Upl x Rd
"UPL X
  ROADS",UPL X ROADS
Upl x Rds.,Upl x Rds.
UPLxRd,UPLxRd
UPLxRds,UPLxRds
Uppal,Uppal
UPPAL,UPPAL
"UPPAL
  DEPOT",UPPAL DEPOT
"UPPAL
  DEPOT.JODMETLA X RD",UPPAL DEPOT.JODMETLA X RD
"UPPAL &quot;X&quot;
  RDS",UPPAL &quot;X&quot; RDS
UPPAL DEPOT,UPPAL DEPOT
"UPPAL X
  RD",UPPAL X RD
UPPAL X RD,UPPAL X RD
UPPAL x Rds,UPPAL x Rds
UPPAL X RDS,UPPAL X RDS
UPPALXRD,UPPALXRD
UPPARGUDA,UPPARGUDA
UPPARPALLY,UPPARPALLY
Upparpally,Upparpally
upperpally,upperpally
Upperpally PONNAL,Upperpally PONNAL
UPPUGUDA,UPPUGUDA
USB X RDS,USB X RDS
V V COLONY,V V COLONY
V.BURG PARK,V.BURG PARK
V.PURAM,V.PURAM
Vadigapally,Vadigapally
Vaidehi Nagar,Vaidehi Nagar
vaidehi Nagar,vaidehi Nagar
VAMPUGUDA,VAMPUGUDA
VANASTHALIPURAM,VANASTHALIPURAM
VASANTNAGAR,VASANTNAGAR
Vattepally,Vattepally
Vavilala,Vavilala
VAYAS NAGAR,VAYAS NAGAR
VBIT,VBIT
VBIT PARK,VBIT PARK
VBIT Park,VBIT Park
VELDURTHI,VELDURTHI
Velemela,Velemela
VELIMINEDU,VELIMINEDU
Veliminedu,Veliminedu
VEN.BERG IT PARK,VEN.BERG IT PARK
Vengalraonagar,Vengalraonagar
VENKATAPUR,VENKATAPUR
VENKATAPURAM,VENKATAPURAM
Venkatgiri,Venkatgiri
VENKATREDDY NAG,VENKATREDDY NAG
Venkatreddy Nagar,Venkatreddy Nagar
VIDYANAGAR,VIDYANAGAR
Vidyanagar,Vidyanagar
Vivek Nagar,Vivek Nagar
VNCOLONY,VNCOLONY
VR NAgar,VR NAgar
VR Nagar,VR Nagar
VST,VST
VVNGR,VVNGR
W'COLLEGE,W'COLLEGE
W'GUDA,W'GUDA
W.C.,W.C.
W.COL.,W.COL.
W.COLLEG,W.COLLEG
W.College,W.College
w.college,w.college
W.COLLEGE,W.COLLEGE
"W.College.RTC
  &quot;X&quot; Rds",W.College.RTC &quot;X&quot; Rds
W.College.Sec'bad,W.College.Sec'bad
Warasiguda,Warasiguda
WEST VENKATAPUR,WEST VENKATAPUR
WIPRO,WIPRO
Y.Checkpost,Y.Checkpost
Y.G.PALLY,Y.G.PALLY
Y.Guda,Y.Guda
Yacharam,Yacharam
YACHARAM,YACHARAM
YADAGIRI GUTTA,YADAGIRI GUTTA
YAMJAL,YAMJAL
YAMNAMPET,YAMNAMPET
YAMZAL,YAMZAL
"Yamzal x
  Rd",Yamzal x Rd
Yamzal x Rd,Yamzal x Rd
YAPRAL,YAPRAL
Yapral,Yapral
Yelkaguda,Yelkaguda
Yellampet,Yellampet
YENKAPALLY,YENKAPALLY
YMCA,YMCA
YOUSUFGUDA,YOUSUFGUDA
Yousufguda,Yousufguda
"Yousufguda
  Basthi",Yousufguda Basthi
YUSUFGUDA,YUSUFGUDA
"ZINDA
  TILISMATH",ZINDA TILISMATH
Zoo,Zoo
"Zoo
  Park",Zoo Park
"Zoo
  park",Zoo park
ZOO PARK,ZOO PARK
ZOOPARK,ZOOPARK
Zoopark,Zoopark
